txt_welcome.started,txt_welcome.stopped,text_welcome_clickme.started,text_welcome_clickme.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_pre_practice_a.started,text_pre_practice_a.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,practice_poly.started,practice_poly.stopped,practice_context.started,practice_context.stopped,practice_mouse.x,practice_mouse.y,practice_mouse.leftButton,practice_mouse.midButton,practice_mouse.rightButton,practice_mouse.time,practice_mouse.started,practice_mouse.stopped,practice_target.started,practice_target.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.680893674958497,None,8.680893674958497,None,-14.0,-351.0,1,0,0,text_welcome_clickme,8.013326725922525,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Nov_20_1124,findObjects,3.1.5,59.90824893240595,
,,,,,,,,,,,,43.89020421798341,None,46.0,37.0,1,0,0,text_pre_practice_a,1.0156270619481802,None,,,,,,,,,,,,,,,,001,2019_Nov_20_1124,findObjects,3.1.5,59.90824893240595,
,,,,,,,,,,,,,,,,,,,,,,52.762094031088054,None,52.762094031088054,None,"[5.0, 53.0, 110.0, 112.0, 43.0, -93.0, -96.0, -5.0, 84.0, 148.0, 150.0, 152.0, 200.0, 143.0, -135.0, -130.0, -104.0, -56.0, -157.0, -112.0, -57.0, 4.0, 70.0, 130.0, 189.0, 178.0]","[-249.0, 52.0, 71.0, 72.0, 111.0, 106.0, 47.0, 206.0, 181.0, 202.0, 202.0, 205.0, 131.0, 23.0, 137.0, 192.0, 164.0, 198.0, 55.0, 30.0, 22.0, 21.0, 0.0, 0.0, -4.0, 67.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.9255489299539477, 3.8416180689819157, 4.294057993916795, 5.113635787041858, 5.747566992882639, 6.316055800998583, 6.913976619951427, 7.627472851891071, 8.28562692203559, 9.145526685053483, 9.584877244895324, 10.362587125971913, 11.030691710067913, 11.597983182873577, 12.59750636597164, 13.333716755965725, 13.964789287885651, 14.52954709297046, 15.298932387959212, 16.03345501399599, 16.735042003914714, 17.29946346906945, 17.96769101289101, 18.535676535917446, 19.06860702391714, 19.735275282990187]",0.2153956899419427,None,,,,001,2019_Nov_20_1124,findObjects,3.1.5,59.90824893240595,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.762094031088054,None,,,,,,,
