targ_path,cont_path,img_w_h,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,txt_welcome.started,txt_welcome.stopped,text_welcome_clickme.started,text_welcome_clickme.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_pre_practice_a.started,text_pre_practice_a.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,practice_poly.started,practice_poly.stopped,practice_context.started,practice_context.stopped,practice_mouse.x,practice_mouse.y,practice_mouse.leftButton,practice_mouse.midButton,practice_mouse.rightButton,practice_mouse.time,practice_mouse.started,practice_mouse.stopped,practice_target.started,practice_target.stopped,testImg_3.started,testImg_3.stopped,mouse_feedback.x,mouse_feedback.y,mouse_feedback.leftButton,mouse_feedback.midButton,mouse_feedback.rightButton,mouse_feedback.time,mouse_feedback.clicked_name,mouse_feedback.started,mouse_feedback.stopped,text_feedback.started,text_feedback.stopped,text_feedback_continue.started,text_feedback_continue.stopped,blank500_txt.started,blank500_txt.stopped,blank3000_next_txt.started,blank3000_next_txt.stopped,text_count_3.started,text_count_3.stopped,text_count_2.started,text_count_2.stopped,text_count_1.started,text_count_1.stopped,testPoly.started,testPoly.stopped,testImg.started,testImg.stopped,testMouse.x,testMouse.y,testMouse.leftButton,testMouse.midButton,testMouse.rightButton,testMouse.time,testMouse.started,testMouse.stopped,image.started,image.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,9.12805822212249,None,9.12805822212249,None,-18.0,-349.0,1,0,0,text_welcome_clickme,8.008491721004248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
,,,,,,,,,,,,,,,,,,,17.541527579072863,None,16.0,-43.0,1,0,0,text_pre_practice_a,1.014981638872996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.932106693973765,None,20.932106693973765,None,"[118.0, 117.0, 83.0, 31.0]","[62.0, 75.0, 134.0, 101.0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.2162219509482384, 2.801103024976328, 3.3848439189605415, 4.0856118109077215]",0.20988486311398447,4.988007782958448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.932106693973765,None,25.831881423015147,None,-23.0,-348.0,1,0,0,1.741936530917883,text_feedback_continue,1.0123057910241187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
imgs/targets/targ_B.jpg,imgs/contexts/cont_B.jpg,"[826, 290]",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.831881423015147,None,25.831881423015147,None,38.06785205216147,None,28.080563658149913,None,30.063835412962362,None,31.06443616002798,None,32.06483369413763,None,33.19996799714863,None,33.19996799714863,None,"[226.0, 226.0]","[68.0, 76.0]","[1, 1]","[0, 0]","[0, 0]","[1.7596028340049088, 2.489298271946609]",0.12118301098234951,None,33.19996799714863,None,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
imgs/targets/targ_1.jpg,imgs/contexts/cont_1.jpg,"[1280, 290]",0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.576679764082655,None,38.56839465908706,None,40.569584526121616,None,41.57005748897791,None,42.57045575394295,None,43.70603662612848,None,43.70603662612848,None,"[341.0, 346.0, 65.0, -45.0, -75.0]","[79.0, 69.0, 83.0, 110.0, 77.0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1280946149490774, 1.6790544150862843, 2.5132630260195583, 3.0725171989761293, 3.6297110959421843]",0.12636954593472183,None,43.70603662612848,None,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
imgs/targets/targ_2.jpg,imgs/contexts/cont_2.jpg,"[1280, 290]",0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.077914647059515,None,49.07366933696903,None,51.07417829707265,None,52.07560973102227,None,53.07498330716044,None,54.24588799895719,None,54.24588799895719,None,[],[],[],[],[],[],0.16110879997722805,None,54.24588799895719,None,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
imgs/targets/targ_3.jpg,imgs/contexts/cont_3.jpg,"[1280, 290]",0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.56623449898325,None,59.56137791695073,None,61.56322599411942,None,62.56357767805457,None,63.56387867801823,None,64.73263187194243,None,64.73263187194243,None,"[340.0, 440.0, 81.0, -84.0, -51.0, -171.0]","[66.0, 111.0, 140.0, 128.0, 88.0, 79.0]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1.0227736730594188, 1.6240289770066738, 2.170848119072616, 2.7483135708607733, 3.433383114868775, 4.223059766925871]",0.15798818389885128,4.9932855810038745,64.73263187194243,None,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
imgs/targets/targ_4.jpg,imgs/contexts/cont_4.jpg,"[1280, 290]",0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.07139059109613,None,70.05038213706575,None,72.05127786099911,None,73.05180330295116,None,74.05234909104183,None,75.18789951200597,None,75.18789951200597,None,"[164.0, 83.0, 162.0, 346.0, 500.0, 523.0, 485.0]","[33.0, 160.0, 145.0, 71.0, 66.0, 96.0, 129.0]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.9359190699178725, 1.5473430850543082, 2.2039388800039887, 3.030641335994005, 3.557820718968287, 4.165911270072684, 4.724628027994186]",0.12412626505829394,5.007980338996276,75.18789951200597,None,,,,001,2019_Nov_20_1104,findObjects,3.1.5,60.23585691350875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.55546870315447,None,,,,,,,
